Name,Brand Name,Price
619PHAQ09XA3,Bryant,$258
800SA36070E17,Bryant,$477
114CNA060000,Bryant,$990
811SA48090E21,Bryant,$804
224ANS024000,Bryant,$832
FB4CNF024L00,Bryant,$426
CAPMP4321ALA,Bryant,$390
FB4CNF042L00,Bryant,$140
CPLPCONV013C00,Bryant,$572
KFCEH2401C05,Bryant,$203
FB4CNP036L00,Bryant,$331
CSPHP4812ALA,Bryant,$372
CSPHP2412ALA,Bryant,$688
FB4CNF018L00,Bryant,$596
CNPVT6024ALA,Bryant,$630
CA14NA03000G,Payne,$492
38MGRQ24C--3,Payne,$194
CNPVP6024ALA,Payne,$692
CNPVP1814ALA,Payne,$982
CA14NA01800G,Payne,$914
24ACA436C003,Payne,$679
284ANV024000,Payne,$860
24ABB342A006,Payne,$522
25VNA036A003,Payne,$224
24ACA442C003,Payne,$357
24ACC424A003,Payne,$144
24VNA936A003,Payne,$621
CH14NB042P0G,Payne,$618
24ANB748A003,Payne,$949
59SC2D100E21--20,Payne,$964
59SC5B080E17--16,Payne,$637
25VNA824B003,CARRIER,$482
58STA045---1--08,Bryant,$818
58TN0A090C21--20,CARRIER,$489
48VLNE360603-TP,CARRIER,$726
58SB0A090E21--16,CARRIER,$173
58CTW110---1--22,CARRIER,$602
50VL-C60---3-TP,CARRIER,$345
58TP0A110V21--22,CARRIER,$207
40MAQB36B--3,CARRIER,$648
25VNA837A003,CARRIER,$948
58TN1A110C21--20,CARRIER,$936
CH14NB04200G,CARRIER,$454
PF4MNA036L00,CARRIER,$710
PY4GNAB60115--TP,CARRIER,$216
PG80ESAA48070C,CARRIER,$889
PY4GNAE24060N-TP,CARRIER,$841
PH14NB018P00,CARRIER,$686
PG92ESAA42060B,CARRIER,$252
PY4GNAB30060--TP,CARRIER,$271
PY4GNAE30060N,CARRIER,$897
PG80ESAA60155D,CARRIER,$771
PG8MAA024045,CARRIER,$198
PG8JAA042090,CARRIER,$280
PG96VTAA48080B,Payne,$828
PG95SAS42100C,Payne,$442
PH15NB02400G,Payne,$979
PA14NC04200G,Payne,$499
PY4GNAE42090N-TP,Payne,$231
PA13NA018BNG,Payne,$535
PY4GNAB36060N,Payne,$525
PA14NC04800G,Payne,$859
PH14NB030P0G,Payne,$398
PA13NA0420N0,Payne,$731
PA13NA036000,Payne,$151
PA15NC06000G,Payne,$591
PH4GNAB36000--TP,Payne,$575
PY4GNAE24060--TP,Payne,$719
PG8MAA048110,Payne,$342
PY4GNAE48090N-TP,Payne,$127
PA15NC048000,Payne,$850
PY4GNAE30040N-TP,Payne,$907
PG92ESAA60100C,Payne,$806
PG80ESUA48060B,Payne,$364
PG95ESAA48080B,Payne,$293
PA15NC02400G,Payne,$656
PH14NB042000,Payne,$665
PG80ESUA60100C,Payne,$595
PY4GNAB48090N-TP,Payne,$740
PA15NC024000,Payne,$729
PH14NB042P00,Payne,$298
PG92ESAA30040A,Payne,$680
PG95ESUA60100C,Payne,$641
PY4GNAB60090N,Payne,$669
PA13NA03000G,Payne,$630
PG95ESAA60080C,Payne,$206
PA13NA060000,Payne,$581
PA14NC024000,Payne,$934
PG92ESAA60080C,Payne,$175
PG8JAA066110,Payne,$539
PG8MAA048135,Payne,$982
PA14NC02400G,Payne,$910
PA14NC03600G,Payne,$459
PF4MNP042L00,Payne,$255
PA13NA0420NG,Payne,$693
PY4GNAE24040N-TP,Payne,$121
PG8MAA066110,Payne,$335
PG92ESAA36060A,Payne,$306
PA13NA01800G,Payne,$764
PH14NB048000,Payne,$812
PA16NA06000G,Payne,$664
PF4MNP018L00,Payne,$991
PA16NA04800G,Payne,$515
PG95SAS60080C,Payne,$675
PY4GNAB60090N-TP,Payne,$378
PY4GNAB48115--TP,Payne,$572
PG9MAB048100,Payne,$487
PG96VAT48080B,Payne,$794
PH16NC06000G,Payne,$520
PH15NB04800G,Payne,$762
PA13NA030BNG,Payne,$243
PF4MNB049L00,Payne,$238
PG80ESLA36070A,Payne,$971
PG80ESLA42090B,Payne,$693
PY4GNAE36090N-TP,Payne,$821
PY4GNAE42090--TP,Payne,$492
PG80ESAA42090B,Payne,$485
PG80ESAA48090C,Payne,$472
PG80ESLA48090C,Payne,$560
PA15NC018000,Payne,$218
PY4GNAB30040N,Payne,$168
PY4GNAE36060N-TP,Payne,$184
PF4MNP036L00,Payne,$128
PG92ESAA36040B,Payne,$914
PG80ESLA60110C,Payne,$647
PA14NC048000,Payne,$783
PG80ESAA36070B,Payne,$199
PY4GNAE42090N,Payne,$215
PH4GNAB36000,Payne,$221
PG80ESUA60080C,Payne,$718
PG80ESAA60135D,Payne,$991
PA16NA02400G,Payne,$773
PA13NA03600G,Payne,$332
PG95SAS42060B,Payne,$844
PA16NA04200G,Payne,$559
PH15NB03000G,Payne,$165
PY4GNAE42060N,Payne,$776
PA14NC036000,Payne,$428
PA14NC03000G,Payne,$221
PH14NB04800G,Payne,$596
PH14NB06000G,Payne,$660
PY4GNAB42060N-TP,Payne,$878
PG80ESAA36070A,Payne,$382
PH14NB042P0G,Payne,$522
PY4GNAE48090N,Payne,$986
PF4MNP025L00,Payne,$463
PA14NC042000,Payne,$579
PY4GNAE36090--TP,Payne,$706
PA13NA024BNG,Payne,$670
PH14NB060P0G,Payne,$132
PH14NB048P0G,Payne,$774
PH14NB048P00,Payne,$577
PH14NB036000,Payne,$984
PG8MAA036110,Payne,$194
PG96VTAA42060B,Payne,$649
PG95SAS48080B,Payne,$220
PH4GNAB60000,Payne,$784
PG8MAA036070,Payne,$430
PG92SCS60120D,Payne,$749
PY4GNAE48115--TP,Payne,$293
PG92ESAA60120D,Payne,$900
PH14NB01800G,Payne,$683
PY4GNAB36060N-TP,Payne,$1000
PH4GNAB24000,Payne,$793
PH14NB060000,Payne,$967
PH14NB018P0G,Payne,$857
CAPMP2414ALA,Payne,$836
CPLPCONV013B00,Payne,$523
CNPVU3621ALA,Payne,$657
FV4CNF005L00,Payne,$348
EHK3-10B,Payne,$242
FB4CNP018L05,Payne,$704
GZ036SXXCDXX1XX2,Payne,$563
CRHEATER328A00,Payne,$489
CNPVU1814ALA,Payne,$227
FB4CNP036L10,Payne,$590
CNPVU1917ALA,Payne,$814
CNPHP2417ALA,CARRIER,$894
38MAQB36R--3,CARRIER,$108
38MGRQ30D--3,CARRIER,$428
KFCEH3301C20,CARRIER,$624
38MGRQ36D--3,CARRIER,$377
FB4CNP018L00,CARRIER,$550
CNPVU2417ALA,CARRIER,$214
CAPMP6024ALA,CARRIER,$645
CNPVU3617ALA,CARRIER,$826
CNPVP3117ALA,CARRIER,$129
FMA4X2400AL,CARRIER,$579
FE4ANB005L00,CARRIER,$750
40MBCQ12---3,CARRIER,$794
CPHEATER129A02,CARRIER,$335
CA14NA02400G,CARRIER,$265
38MAQB12R--3,CARRIER,$586
FV4CNB003L00,CARRIER,$607
PA13NA024BN0,CARRIER,$253
PY4GNAE60115--TP,CARRIER,$419
PH4GNAB30000,CARRIER,$825
PY4GNAB48090N,CARRIER,$557
PH14NB024P00,CARRIER,$622
PH14NB060P00,CARRIER,$677
PG8JAA024045,CARRIER,$522
PF4MNP060L00,CARRIER,$706
PA14NC060000,CARRIER,$834
PG8JAA036110,CARRIER,$373
PA13NA048000,CARRIER,$731
PG95ESAA42060B,CARRIER,$142
PA13NA04800G,CARRIER,$678
PG80ESAA60110D,CARRIER,$241
PG8JAA060090,Payne,$612
PG80ESLA48070C,Payne,$230
PG95XAT42060B,Payne,$754
PG80ESLA36045B,Payne,$392
PH16NA048P0G,Payne,$829
PH16NC04800G,Payne,$105
PY4GNAC30060N,Payne,$655
PA15NC042000,Payne,$403
PA15NC060000,Payne,$167
PH4GNAB42000--TP,Payne,$152
PA15NC04800G,Payne,$916
PF4MNB031L00,Payne,$774
PA13NA042000,Payne,$787
PH4GNAB24000--TP,Payne,$229
PY4GNAB42090--TP,Payne,$688
PG95ESAA36040B,Payne,$968
PH4GNAB30000--TP,Payne,$176
PY4GNAB30040N-TP,Payne,$763
PA13NA02400G,Payne,$945
PA14NC018000,Payne,$336
PA16NA03600G,Payne,$663
PG8MAA042090,Payne,$383
PA13NA018BN0,Payne,$710
PG8JAA048090,Payne,$697
PA13NA06000G,Payne,$233
PG8MAA024070,Payne,$871
PH14NB036P0G,Payne,$545
PY4GNAB24040N-TP,Payne,$750
PG92SCS48100C,Payne,$984
38MAQB30R--3,Payne,$152
CRECOMZR020A02,Payne,$124
PH4ZNA048000--TP,Payne,$560
CNPVU3717ALA,Payne,$383
EHK3-05B,Payne,$479
40MHHQ12---3,Payne,$744
CAPMP2417ALA,Payne,$374
OVMAAB036098,Payne,$947
CNPHP3117ALA,Payne,$855
CAELHEAT008A00,Payne,$258
38MHRBC24AA3,Payne,$850
CH17NA04800G,Payne,$228
CRHEATER115B00,Payne,$926
CPHEATER127A00,Payne,$983
CAPVU6024ALA,CARRIER,$110
CNPVP2414ALA,CARRIER,$745
OBMAAB042112,CARRIER,$507
CNPHP4221ALA,CARRIER,$640
CAPMP3717ALA,CARRIER,$469
AGAGC9NPS01A,CARRIER,$974
KFCEH3101C15,CARRIER,$465
KFCEH2601C10,CARRIER,$652
40MBCQ01XXX3,CARRIER,$203
PA4ZNA036000--TP,CARRIER,$680
CNPVP3621ALA,CARRIER,$773
CNPVP3717ALA,CARRIER,$429
EHK208B,CARRIER,$834
CPHEATER131A03,CARRIER,$569
PF4MNP048L00,CARRIER,$989
PH14NB018000,CARRIER,$559
PH14NB024000,CARRIER,$187
PA13NA0480NG,CARRIER,$300
PY4GNAB36090N-TP,CARRIER,$219
PA13NA0600NG,CARRIER,$539
PH15NB04200G,CARRIER,$469
PY4GNAB36090--TP,CARRIER,$982
PG8MAA048070,CARRIER,$597
310AAV042090,CARRIER,$946
186CNV036000,CARRIER,$122
38MGRQ48E--3,CARRIER,$130
PH4ZNA060000--TP,CARRIER,$753
PH4ZNA042000--TP,CARRIER,$712
40MBDQ24---3,CARRIER,$561
FX4DNF043L00,CARRIER,$876
CA13NA030BNG,CARRIER,$365
PA4ZNA036000,Payne,$638
CA15NA06000G,Payne,$656
CRHEATER113B00,Payne,$926
40MBCQ18---3,Payne,$809
40MHHC24---3,Payne,$327
CAPVU3621ALA,Payne,$142
CAELHEAT007A00,Payne,$430
CRLVHLGD027A00,Payne,$675
CRADCURB004A00,Payne,$873
TB-NAC01-A,Bryant,$806
SYSTXCCWIC01-B,Bryant,$940
25VNA048A003,CARRIER,$127
33CS2PPRH-03,CARRIER,$154
24ABB348A005,CARRIER,$293
58SB0A110E21--20,CARRIER,$265
24ACC442A003_1,CARRIER,$165
59TN6B060C17--14,CARRIER,$551
25VNA860A003,CARRIER,$480
24VNA036A003,CARRIER,$867
24ACC418A003,CARRIER,$335
40MAQB12B--1,CARRIER,$449
59MN7B100C21--22,CARRIER,$800
24ABB360A006,CARRIER,$193
24AHA436A003,CARRIER,$297
59MN7A100V21--22,CARRIER,$803
58SB0A155E24--20,CARRIER,$125
CH14NB018P0G,CARRIER,$820
58SU0A100E21--20,CARRIER,$519
24ACC630A003,CARRIER,$240
59SC5B100E21--20,CARRIER,$109
50TCQA07A2A5-0A0G0,CARRIER,$399
59SC2D040E17--12,CARRIER,$545
24ANB624A003,CARRIER,$991
CSPHP3612ALA,CARRIER,$877
38MAQB18R--3,CARRIER,$112
CNPHP4821ALA,CARRIER,$449
38MHRBQ12AA3,CARRIER,$100
CPHEATER052A02,CARRIER,$546
CNPVP4824ALA,CARRIER,$251
FX4DNF025L00,CARRIER,$338
FB4CNP025L00,CARRIER,$580
DHMPHAQ12XA3,CARRIER,$367
38MHRBQ09AA3,CARRIER,$325
FX4DNF049L00,CARRIER,$483
CSPHP6012ALA,CARRIER,$468
PA4ZNA060000,CARRIER,$897
CPHEATER126A02,CARRIER,$659
FV4CNB005L00,CARRIER,$541
FMA4P3600AL,CARRIER,$444
CPHEATER066A02,CARRIER,$965
FX4DNF019L00,CARRIER,$157
FFMANP036T00,CARRIER,$798
FB4CNF042000,CARRIER,$363
FFMANP024T00,CARRIER,$128
CNPVU4824ALA,CARRIER,$538
GC072VTLCXET1XX1,CARRIER,$984
CA16NA03600G,CARRIER,$681
CA16NA02400G,CARRIER,$148
38MBRQ48A--3,CARRIER,$162
FB4CNP024L00,CARRIER,$808
FB4CNP042L00,CARRIER,$415
CNPHP6024ALA,CARRIER,$692
CNPHP3617ALA,CARRIER,$585
24ANB724C003,CARRIER,$383
50FC-A05A2A3-0A0A0,CARRIER,$372
UVLCC2LP3020-A05,CARRIER,$122
25HCE442AP03,CARRIER,$938
58TN0A135C24--22,CARRIER,$696
TC-NHP01,CARRIER,$935
48HCED08A2A5-0A0A0,CARRIER,$481
58CU0A080C21--20,CARRIER,$827
SYSTXCCUID01-C,CARRIER,$918
25HCE430A003,CARRIER,$340
24ACC436A003,CARRIER,$524
58SC0A070E17--12,CARRIER,$550
59SC2D120E24--20,CARRIER,$737
58SB0A045E14--12,CARRIER,$704
40MAQB24B--3,CARRIER,$819
59MN7B060C17--14,CARRIER,$772
58TN0A070C14--12,CARRIER,$396
CH14NB048P0G,CARRIER,$555
48VLNE600903-TP,CARRIER,$635
CH14NB06000G,CARRIER,$395
CH14NB024P0G,CARRIER,$530
40RUAA12A2A6-0A0A0,CARRIER,$767
PH14NB030000,CARRIER,$588
PH14NB036P00,CARRIER,$331
PG80ESLA36045A,CARRIER,$238
PF4MNB037L00,CARRIER,$290
PA15NC036000,CARRIER,$656
PA13NA024000,CARRIER,$293
PY4GNAE36060N,CARRIER,$272
PF4MNB043L00,CARRIER,$727
288BNV024B00,CARRIER,$483
912SD60100E21,CARRIER,$210
577CNWE60090N-TP,CARRIER,$522
801SA60155E24,CARRIER,$887
186BNA018000,CARRIER,$999
880TA36070C14,CARRIER,$170
189BNV060000,CARRIER,$392
577CNWE42060N-TP,CARRIER,$767
607CNXC48000--TP,CARRIER,$728
215BNA024000,CARRIER,$866
BA15NA03600G,CARRIER,$879
821TA66110V21,Payne,$420
987MA60080V21,Payne,$329
SYSTXBB4ZC01,Payne,$311
UVLCC2LP3020,Payne,$394
810SA48090E21,Payne,$911
SYSTXBBSMS01-E,Payne,$723
619PEQ024BBMA,Payne,$570
113ANA0600N0,Payne,$911
BH14NB04800G,Bryant,$618
124ANS060000,Bryant,$115
T6-WEM01-A,Bryant,$243
124ANS030000,Bryant,$125
BH14NB036P0G,Bryant,$929
BH14NB030P0G,Bryant,$353
186BNA036000,Bryant,$213
577CNWE36090N-TP,Bryant,$877
577CNWE42090N-TP,Bryant,$566
810SA36045E17,Bryant,$232
CNPVP4221ALA,Bryant,$483
FX4DNF037L00,Bryant,$968
CNPHP3017ALA,Bryant,$129
CA14NA04200G,Bryant,$337
FB4CNF036L00,Bryant,$815
CPHEATER070A02,Bryant,$693
CAPMP3014ALA,Bryant,$790
CNPVT4821ALA,Bryant,$770
FV4CNB006L00,Bryant,$916
CNPHP6124ALA,Bryant,$580
CPHEATER064A02,Bryant,$978
38MPRAQ09AA3,Bryant,$509
CAPVU3014ALA,Bryant,$168
CPHEATER131A02,Bryant,$422
FMU4Z3600AL,Bryant,$334
CPHEATER125A03,Bryant,$921
CNPHP4321ALA,Bryant,$816
CRHEATER114B00,Bryant,$263
CNPVU3014ALA,Bryant,$229
CA13NA018BNG,CARRIER,$361
CPHEATER127A03,CARRIER,$915
40VMW007---3,CARRIER,$547
40VML015---3,CARRIER,$479
CPLPCONV014C00,CARRIER,$786
KFCEH0801N08,CARRIER,$612
CNPVP3017ALA,CARRIER,$321
FB4CNP060L00,CARRIER,$233
KFCEH1601315,CARRIER,$534
FB4CNP048L00,CARRIER,$723
BA15NA04200G,CARRIER,$655
286BNA036000,CARRIER,$681
310JAV048090,CARRIER,$263
288BNV060000,CARRIER,$200
105ANA060000,CARRIER,$208
912SB48080S17,CARRIER,$826
987MB60080C21,CARRIER,$964
214DNA060000,CARRIER,$901
189BNV036000,CARRIER,$314
288BNV048000,CARRIER,$429
105ANA036000,CARRIER,$358
987MB42060C17,CARRIER,$426
880TA60090C21,CARRIER,$564
810SA36070E17,CARRIER,$756
186BNA024000,CARRIER,$625
987MB66120C24,CARRIER,$216
577CNWC24040N-TP,CARRIER,$158
284ANV036000,CARRIER,$362
T1-NHP01,CARRIER,$290
105ANA042000,CARRIER,$360
986TC66100C21,CARRIER,$499
BA13NA036BNG,CARRIER,$662
BA14NA03000G,Bryant,$635
FMA4X1800AL,Bryant,$443
CA14NA06000G,Bryant,$354
FMA4P2400AL,Bryant,$846
CPHEATER052B00,Bryant,$686
FE4ANF002L00,Bryant,$690
OBLAAB060154,Bryant,$128
CPHEATER050A02,Bryant,$618
PH4ZNA024000--TP,Bryant,$268
CAPVU4821ALA,Bryant,$121
PH4ZNA036000--TP,Bryant,$112
40MBDQ12---3,Bryant,$584
FX4DNB049L00,Bryant,$734
CAPVU4221ALA,Bryant,$203
CAPVU2414ALA,Bryant,$181
CNPVU6024ALA,Bryant,$568
PA4ZNA042000--TP,Bryant,$523
CPHEATER052A00,Bryant,$304
PA4ZNA060000--TP,Bryant,$807
CRHPLSIDE01A00,Bryant,$989
CRHEATER326A00,Bryant,$150
CRECOMZR072A01,Bryant,$874
CAPMP2517ALA,Bryant,$148
CRLVHLGD047A00,CARRIER,$414
CRHEATER335A00,CARRIER,$876
CAPMP3614ALA,CARRIER,$469
40MBDQ36---3,CARRIER,$359
OBMAAB060154,CARRIER,$116
CPLPCONV006A00,CARRIER,$496
CNPVT3617ALA,CARRIER,$334
CNPVP2417ALA,CARRIER,$415
38MAQB12R--1,CARRIER,$663
CA14NA04800G,CARRIER,$805
CAPMP6121ALA,CARRIER,$545
40MHHQ18---3,CARRIER,$339
PH4ZNA030000--TP,CARRIER,$602
40MHHQ09---3,CARRIER,$875
CSPHP3012ALA,CARRIER,$241
FV4CNF002L00,CARRIER,$354
CPHEATER064B00,CARRIER,$524
24ABB336ABN3,CARRIER,$176
CH14NB036P0G,CARRIER,$131
50VR-C30---3-TP,CARRIER,$440
24VNA048A003,CARRIER,$933
25HCE436A003,CARRIER,$321
59MN7B080C17--14,CARRIER,$240
25HCE424AP03,CARRIER,$292
50ZHC036---3-TP,CARRIER,$896
GAPABXCC2420,CARRIER,$579
24ANB648A003,CARRIER,$682
25HCE418A003,CARRIER,$109
50TC-M08A2B5-0A0A0,CARRIER,$908
25HBC542A003,CARRIER,$279
24AAA548A003,CARRIER,$346
24VNA024A003,CARRIER,$719
25HCE430AP03,CARRIER,$864
25VNA436A003,CARRIER,$608
50VR-A36---3-TP,CARRIER,$131
59SC5B120E24--22,CARRIER,$728
CAPMP6021ALA,CARRIER,$579
PH4ZNA042000,CARRIER,$764
38MGRQ18B--3,CARRIER,$931
FE4ANB006L00,CARRIER,$186
PH4ZNA048000,CARRIER,$125
CNPVP3617ALA,CARRIER,$588
CNPVP4217ALA,CARRIER,$948
24ANB724A003,CARRIER,$316
UVLCC2LP1020,CARRIER,$582
25HCB636A003,CARRIER,$754
25HNB660C003,CARRIER,$748
SYSTXCCRRS01,CARRIER,$534
24ABC624A003,CARRIER,$885
59SC2D080E21--20,CARRIER,$793
59MN7B060C21--20,CARRIER,$115
25HHA460A006,CARRIER,$624
59MN7A120V24--22,CARRIER,$665
48VL-E360903-GP,CARRIER,$917
48VLNC360603-TP,CARRIER,$197
50FC-A06A2A6-0A0A0,CARRIER,$577
48FCEA06A2A3-0A0A0,CARRIER,$924
59TN6A080V17--14,CARRIER,$795
MMD-AP0120VHG2UL,CARRIER,$556
ZONECC0USI01-B,CARRIER,$862
MML-AP0124H2UL,CARRIER,$294
50VT-C24---3-TP,CARRIER,$649
CH14NB02400G,Payne,$831
59MN7B120C24--22,Payne,$164
25VNA060A003,Payne,$896
25VNA848A003,Payne,$755
CH14NB03000G,Payne,$649
38AUZA08A0A5-0A0A0,Payne,$583
40MAQB12B--3,Payne,$271
SYSTXCC4ZC01,Payne,$590
25VNA448A003,Payne,$567
24ABC648A003,Payne,$628
38AUZA12A0A6-0A0A0,Payne,$152
24VNA960A003,Payne,$155
24AHA430A003,Payne,$821
CSPHP4212ALA,Payne,$489
FB4CNF048L00,Payne,$708
CAPMP3617ALA,Payne,$497
CNPVU2414ALA,Payne,$991
24ANB642A003,Payne,$231
40MPHAQ09XA3,Payne,$752
59MN7A060V17--14,Payne,$193
58SB0A070E14--12,CARRIER,$380
48VL-E240603-TP,CARRIER,$316
33ZCT55SPT,CARRIER,$504
40RUAA25A5A6-0A0A0,CARRIER,$854
24ABB324ABN3,CARRIER,$267
25VNA813A003,CARRIER,$291
50VR-A48---3-TP,CARRIER,$658
TB-PAC01,CARRIER,$457
50TC-D08A2A5-0A0G0,CARRIER,$483
40MAQB30B--3,CARRIER,$399
FB4CNP030L00,CARRIER,$216
CNPVT4221ALA,CARRIER,$888
CA14NA03600G,CARRIER,$686
CAPVU3617ALA,CARRIER,$333
CAPMP4221ALA,CARRIER,$409
FB4CNF030L00,CARRIER,$798
CNPVP4821ALA,CARRIER,$103
CNPVU4821ALA,CARRIER,$991
PH4ZNA036000,CARRIER,$799
CAPMP3017ALA,CARRIER,$625
CNPVU4221ALA,CARRIER,$918
25HCE418C003,CARRIER,$139
25VNA460A003,CARRIER,$505
MMD-AP0360VHG2UL,CARRIER,$195
59SC5B060E14--12,CARRIER,$688
25HNB624A003,CARRIER,$250
59MN7A080V17--14,CARRIER,$140
50FC-A04A2A6-0A0A0,CARRIER,$533
MML-AP0094H2UL,CARRIER,$372
24ABC642A003,CARRIER,$150
24VNA937A003,CARRIER,$862
58SB0A090E21--20,CARRIER,$897
25HCE424C003,Payne,$431
24ABC660B003,Payne,$391
58SB0A090E17--14,Payne,$360
59TN6B100C21--22,Payne,$554
25HCE436AP03,Payne,$509
25HCE460A003,Payne,$491
24ABB348ABN3,Payne,$240
TB-NAC01,Payne,$760
58STA110---1--16,CARRIER,$698
24AHA418A003,CARRIER,$120
59TN6B080C21--20,CARRIER,$802
KFCEH0901N10,CARRIER,$173
FE4ANF003L00,CARRIER,$136
50VL-C36---3-TP,CARRIER,$366
48VL-E481153-TP,CARRIER,$193
24VNA648A003,CARRIER,$916
48VLNE420903-TP,CARRIER,$668
58SC0A110E21--20,CARRIER,$622
58SC0A135E24--20,CARRIER,$415
59TP6B080V21--20,CARRIER,$871
50TCQD12A2A5-0A0G0,CARRIER,$911
24ANB618A003,Payne,$517
24AAA542A003,Payne,$771
48TCED12A2A5-0A0G0,Payne,$817
50TC-D14A2B5-0A0G0,Payne,$987
59TP6B060V17--14,Payne,$242
48VG-E300603-GP,Payne,$449
TP-PAC01,Payne,$149
48VGNE360603-TP,Payne,$820
59SC2D100E21--22,Payne,$525
50TC-D09A2A6-0A0G0,Payne,$392
58SU0A060E17--16,Payne,$370
25HBC548B003,Payne,$307
MMD-AP0240VHG2UL,Payne,$450
48FCEA05A2A5-0A0A0,Payne,$249
58TN0A070C17--16,Payne,$436
CNPVP4324ALA,Payne,$247
FMU4Z2400AL,Payne,$716
FMC4Z2400AL,Payne,$408
KSATX0601HSO,Payne,$908
25HPB630A003,Payne,$745
25HNB636A003,Payne,$222
24ABB330A005,Payne,$710
24ABB330ABN3,Payne,$157
59TN6A080V21--20,Payne,$179
25HCE436A006,Payne,$930
25HCE460A006,Payne,$347
48VLNE420603-TP,Payne,$453
PG80ESLA60135D,Payne,$223
PH14NB02400G,CARRIER,$335
PG80ESUA36040B,CARRIER,$472
PY4GNAB30060N-TP,CARRIER,$201
PA15NC03600G,CARRIER,$426
PA15NC03000G,CARRIER,$478
PY4GNAE30060N-TP,CARRIER,$415
PA15NC030000,CARRIER,$958
PA13NA048BN0,CARRIER,$402
PF4MNB061L00,CARRIER,$810
PG8MAA048090,CARRIER,$233
PG92SBS48080B,CARRIER,$841
PA13NA0600N0,CARRIER,$164
PG95ESAA60100C,CARRIER,$681
PG95ESAA36060A,CARRIER,$441
PH14NB030P00,CARRIER,$214
PA16NA060B0G,CARRIER,$341
CH14NB04800G,CARRIER,$751
40MPHAQ12XA3,CARRIER,$679
48VL-E360903-TP,CARRIER,$865
24ACC460A003,CARRIER,$864
58SB0A070E21--16,CARRIER,$104
CH14NB03600G,CARRIER,$254
25HCE448A003,Payne,$730
24ANB760AB03,Payne,$480
50TC-D12A2A5-0A0G0,Payne,$941
24ABB336A005,Payne,$907
25VNA424A003,Payne,$714
24ANB660A003,Payne,$139
59SC2D060E14--12,Payne,$644
58SB0A135E24--20,Payne,$717
24ABB348A006,Payne,$430
25HBC537AP03,Payne,$466
TC-NAC01-A,Payne,$205
48TCED09A2A5-0A0G0,Payne,$430
TB-PAC01-A,Payne,$475
48TCED16A2A5-0A0G0,Payne,$634
25HNB648A003,Payne,$666
59MN7A080V21--20,CARRIER,$231
38AUZA12A0A5-0A0A0,CARRIER,$116
50VT-C42---3-TP,CARRIER,$242
58TN1A090C21--20,CARRIER,$573
59SC5A060S17--14,CARRIER,$175
25HHA424A003,CARRIER,$659
48FCEA04A2A3-0A0A0,CARRIER,$343
TB-PAC01-A-S1,CARRIER,$952
24ABB342A005,CARRIER,$119
TP-WEM01-A,CARRIER,$930
